Property Names,Brand,State,Location,Property type,Pet-friendly,Factsheets,Status,Factsheet SPOC,Updated,OTA Listing Content,Unnamed: 11,Website content Website Amenities,Status.1,Brochure Content,Status.2,Website live Status,Brochure Design (Branded) link,Brochure Design (Branded) Bitly Link,Status.3,Remarks,Brochure_Branded | Verification,"Brochure Design 
(Non-Branded) Link",Brochure Design (Non-Branded) Bitly Link,Status.4,"Home Guide
(Content)","Home Guide
(Design)",Remarks.1,Brochure_Non Branded | Verification,Set Menu (Branded),Set Menu,"Walk-Through Videos 
(Branded) links",Non-branded Walkthrough links,"Walk-Through Videos 
(Non-Branded) links",Non-Branded photo drive links,Unnamed: 35,Raw Photoshoot,Photo Drive Link,3D Tour,Reels,ID,Price,Email
Amber Haven in Nerul Unit 152,ELIVAAS,Goa,Arpora,4-BHK Villa,No,Amber Haven in Nerul Unit 152 Factsheet.docx,Yes,,,RISAIA Listing Content,Done,BLUDOOR WEBSITE SPACES SECTION,Done,AMBER HAVEN IN NERUL UNIT 152 BROCHURE.docx,Done,Done,ELIVAAS_Panache_Detailed Brochure.pdf,https://bit.ly/3VzGRYY,Done,Good To Go,,G1DA4E0013_Detailed Brochure.pdf,https://bit.ly/3VyJrhP,Done,Amber Haven in Nerul Unit 152 - HOME GUIDE.pdf,Amber Haven in Nerul Unit 152 - HOME GUIDE.pdf,Good To Go,,Amber Haven in Nerul Unit 152 - Set Menu.pdf,Amber Haven in Nerul Unit 152 - Set Menu.pdf,Cloud7 Walkthrough.mp4,Cloud7 Walkthrough.mp4,G1DA4E0013.mp4,https://bit.ly/457ZLJB,BluDoor,,Villa 5,https://bit.ly/45fm0xi,"https://www.instagram.com/p/DCqhrEhScle/, https://www.instagram.com/p/C_lDDY-o8q7/, https://www.instagram.com/p/C-AwXOVSUj8/, https://www.instagram.com/p/C9xA2Ahymi-/, https://www.instagram.com/p/C9t4rQhOpxF/, https://www.instagram.com/p/C9C5uguJtwH/",83.0,10000.0,contact83@elivaas.com
Scarlet Heights at Assagao Unit 374,ELIVAAS,Goa,Arpora,4-BHK Villa,No,Scarlet Heights at Assagao Unit 374 Factsheet.docx,Yes,,,INDAH Listing Content,Done,BLUDOOR WEBSITE SPACES SECTION,Done,SCARLET HEIGHTS AT ASSAGAO UNIT 374 BROCHURE.docx,Done,Done,ELIVAAS_Panache_Detailed Brochure.pdf,https://bit.ly/3REl7sF,Done,Good To Go,,G1PE3E0018_Detailed Brochure.pdf,https://bit.ly/3BPwjx4,Done,Scarlet Heights at Assagao Unit 374 - HOME GUIDE.pdf,Scarlet Heights at Assagao Unit 374 - HOME GUIDE.pdf,Good To Go,,Scarlet Heights at Assagao Unit 374 - Set Menu.pdf,Scarlet Heights at Assagao Unit 374 - Set Menu.pdf,Cloud7 Walkthrough.mp4,Indah Walkthrough.MP4,G1CD4E0008.mp4,https://bit.ly/3SDeyG7,Cloud 7  Tropical,,Indah_4bhk_Moira,https://bit.ly/3AhJnek,"https://www.instagram.com/p/C-hXq_CIxAc/, https://www.instagram.com/p/C9w_raXIWaY/, https://www.instagram.com/p/C7B_SKroR9O/",84.0,21500.0,contact84@elivaas.com
Azure MeadowsVagator Unit 517,ELIVAAS,Goa,Vagator,4-BHK Villa,No,Azure MeadowsVagator Unit 517 Factsheet.docx,Yes,,,"COVE, C-7 Listing Content",Done,PINKSKY WEBSITE CONTENT,Done,AZURE MEADOWSVAGATOR UNIT 517 BROCHURE.docx,Done,Done,Elivaas_Cloud7 Brochure.pdf,https://bit.ly/4cZv37P,Done,Good To Go,,G1RA4E0020_Detailed Brochure.pdf,https://bit.ly/3Mo0wp9,Done,Azure MeadowsVagator Unit 517 - HOME GUIDE.pdf,Azure MeadowsVagator Unit 517 - HOME GUIDE.pdf,Good To Go,,Azure MeadowsVagator Unit 517 - Set Menu.pdf,Azure MeadowsVagator Unit 517 - Set Menu.pdf,Panache Walkthrough.mp4,Cloud7 Walkthrough.mp4,G1CD4E0008.mp4,https://bit.ly/4dDGjYA,Indah,,Panache - 3BHK Arpora,https://bit.ly/3UtTSlD,https://www.instagram.com/p/DCy8HHXopBX/,85.0,23000.0,contact85@elivaas.com
Whispering Villas in Moira Unit 865,ELIVAAS,Goa,Moira,4-BHK Villa,Pet-friendly,Whispering Villas in Moira Unit 865 Factsheet.docx,Yes,,,INDAH Listing Content,Done,BLUDOOR WEBSITE SPACES SECTION,Done,WHISPERING VILLAS IN MOIRA UNIT 865 BROCHURE.docx,Done,Done,Elivaas_Cloud7 Brochure.pdf,https://bit.ly/3Tg6Bsu,Done,Good To Go,,G1CD4E0005_Detailed Brochure.pdf,https://bit.ly/3teiX9Y,Done,Whispering Villas in Moira Unit 865 - HOME GUIDE.pdf,Whispering Villas in Moira Unit 865 - HOME GUIDE.pdf,Good To Go,,Whispering Villas in Moira Unit 865 - Set Menu.pdf,Whispering Villas in Moira Unit 865 - Set Menu.pdf,Risaia Walkthrough.mp4,Panache Walkthrough.mp4,G1IH4E0015.MP4,https://bit.ly/4cXXLpE,Cloud 7  Shells,,Indah_4bhk_Moira,https://bit.ly/3Q58OVP,"https://www.instagram.com/p/C9rKDfmo0zd/, https://www.instagram.com/p/C7yhdtCojw7/",86.0,20000.0,contact86@elivaas.com
Indigo Meadows at Assagao Unit 190,ELIVAAS,Goa,Vagator,4-BHK Villa,No,Indigo Meadows at Assagao Unit 190 Factsheet.docx,Yes,,,"PALMS, C-7 Listing Content",Done,PINKSKY WEBSITE CONTENT,Done,INDIGO MEADOWS AT ASSAGAO UNIT 190 BROCHURE.docx,Done,Done,Elivaas_Cloud7 Brochure.pdf,https://bit.ly/3LP3LWw,Done,Good To Go,,G1CD4E0005_Detailed Brochure.pdf,https://bit.ly/3RIMWjS,Done,Indigo Meadows at Assagao Unit 190 - HOME GUIDE.pdf,Indigo Meadows at Assagao Unit 190 - HOME GUIDE.pdf,Good To Go,,Indigo Meadows at Assagao Unit 190 - Set Menu.pdf,Indigo Meadows at Assagao Unit 190 - Set Menu.pdf,Bauhinia Walkthrough.mp4,Indah Walkthrough.MP4,G1DA4E0013.mp4,https://bit.ly/49cYrpY,Cloud 7  Tropical,,Celest - 4 BHK Arpora,https://bit.ly/3LV8hD8,"https://www.instagram.com/p/C-GiXVMSkuK/, https://www.instagram.com/p/C-Amt60vvk6/",87.0,23000.0,contact87@elivaas.com
Maple Meadows at Vagator Unit 1076,ELIVAAS,Goa,Arpora,4-BHK Villa,No,Maple Meadows at Vagator Unit 1076 Factsheet.docx,Yes,,,PINKSKY LISTING CONTENT,Done,BLUDOOR WEBSITE SPACES SECTION,Done,MAPLE MEADOWS AT VAGATOR UNIT 1076 BROCHURE.docx,Done,Done,Elivaas_Cloud7 Brochure.pdf,https://bit.ly/3ti0FVm,Done,Good To Go,,G1PY4E0112_4-BHK_Detailed brochure.pdf,https://bit.ly/3InBiFg,Done,Maple Meadows at Vagator Unit 1076 - HOME GUIDE.pdf,Maple Meadows at Vagator Unit 1076 - HOME GUIDE.pdf,Good To Go,,Maple Meadows at Vagator Unit 1076 - Set Menu.pdf,Maple Meadows at Vagator Unit 1076 - Set Menu.pdf,Bludoor Walkthrough.mp4,Dahlia Walkthrough.mp4,G1CT4E0012.mp4,https://bit.ly/4bzVcKM,Cloud 7  Waves,,Villa 3,https://bit.ly/469uGol,https://www.instagram.com/p/C9uCCLUPWgr/,88.0,10500.0,contact88@elivaas.com
Whispering Meadows in Nerul Unit 405,ELIVAAS,Goa,Vagator,5-BHK Villa,No,Whispering Meadows in Nerul Unit 405 Factsheet.docx,Yes,,,OPALYS Listing Content,Done,PINKSKY WEBSITE CONTENT,Done,WHISPERING MEADOWS IN NERUL UNIT 405 BROCHURE.docx,Done,Done,ELIVAAS PinkSky_4-BHK_Detailed brochure.pdf,https://bit.ly/3ThQkmS,Done,Good To Go,,G1CD4E0005_Detailed Brochure.pdf,https://bit.ly/3TjceGl,Done,Whispering Meadows in Nerul Unit 405 - HOME GUIDE.pdf,Whispering Meadows in Nerul Unit 405 - HOME GUIDE.pdf,Good To Go,,Whispering Meadows in Nerul Unit 405 - Set Menu.pdf,Whispering Meadows in Nerul Unit 405 - Set Menu.pdf,Panache Walkthrough.mp4,Cloud7 Walkthrough.mp4,G1LN4E0067.mp4,https://bit.ly/49bkGg0,Opalys,,Villa 1,https://bit.ly/48un1CG,https://www.instagram.com/p/C-iXFaEC2jw/,89.0,24000.0,contact89@elivaas.com
Golden Villas at Arpora Unit 923,ELIVAAS,Goa,Nerul,4-BHK Villa,No,Golden Villas at Arpora Unit 923 Factsheet.docx,Yes,,,"CORAL, C-7 Listing Content",Done,BLUDOOR WEBSITE SPACES SECTION,Done,GOLDEN VILLAS AT ARPORA UNIT 923 BROCHURE.docx,Done,Done,ELIVAAS_Risaia_Detailed Brochure.pdf,https://bit.ly/4anxqkK,Done,Good To Go,,G1CT4E0012_Detailed Brochure.pdf,https://bit.ly/48gl0cp,Done,Golden Villas at Arpora Unit 923 - HOME GUIDE.pdf,Golden Villas at Arpora Unit 923 - HOME GUIDE.pdf,Good To Go,,Golden Villas at Arpora Unit 923 - Set Menu.pdf,Golden Villas at Arpora Unit 923 - Set Menu.pdf,Risaia Walkthrough.mp4,Celeste Walkthrough.mp4,G1CT4E0012.mp4,https://bit.ly/3OHjKYm,Celest,,Pinksky,https://bit.ly/45P20zV,https://www.instagram.com/p/DCqhrEhScle/ | https://www.instagram.com/p/C_lDDY-o8q7/ https://www.instagram.com/p/C-AwXOVSUj8/ | https://www.instagram.com/p/C9xA2Ahymi-/ https://www.instagram.com/p/C9t4rQhOpxF/ | https://www.instagram.com/p/C9C5uguJtwH/  https://www.instagram.com/p/C6TU16rJs8B/ | https://www.instagram.com/p/C6OeuNuMdEn/,90.0,13500.0,contact90@elivaas.com
Willow Retreat in Assagao Unit 876,ELIVAAS,Goa,Vagator,4-BHK Villa,No,Willow Retreat in Assagao Unit 876 Factsheet.docx,Yes,,,PINKSKY LISTING CONTENT,Done,BLUDOOR WEBSITE SPACES SECTION,Done,WILLOW RETREAT IN ASSAGAO UNIT 876 BROCHURE.docx,Done,Done,ELIVAAS PinkSky_4-BHK_Detailed brochure.pdf,https://bit.ly/4anxqkK,Done,Good To Go,,G1IH4E0015_Detailed Brochure.pdf,https://bit.ly/48gl0cp,Done,Willow Retreat in Assagao Unit 876 - HOME GUIDE.pdf,Willow Retreat in Assagao Unit 876 - HOME GUIDE.pdf,Good To Go,,Willow Retreat in Assagao Unit 876 - Set Menu.pdf,Willow Retreat in Assagao Unit 876 - Set Menu.pdf,Cloud7 Walkthrough.mp4,Cloud7 Walkthrough.mp4,G1OS4E0017.mp4,https://bit.ly/3SwlswI,Cloud 7  Waves,,Villa 7,https://bit.ly/45P20zV,"https://www.instagram.com/p/DCqhrEhScle/, https://www.instagram.com/p/C_lDDY-o8q7/, https://www.instagram.com/p/C-AwXOVSUj8/, https://www.instagram.com/p/C9xA2Ahymi-/, https://www.instagram.com/p/C9t4rQhOpxF/, https://www.instagram.com/p/C9C5uguJtwH/, https://www.instagram.com/p/C6TU16rJs8B/, https://www.instagram.com/p/C6OeuNuMdEn/",91.0,24500.0,contact91@elivaas.com
Azure ResidencyNerul Unit 565,ELIVAAS,Goa,Arpora,4-BHK Villa,No,Azure ResidencyNerul Unit 565 Factsheet.docx,Yes,,,PINKSKY LISTING CONTENT,Done,PINKSKY WEBSITE CONTENT,Done,AZURE RESIDENCYNERUL UNIT 565 BROCHURE.docx,Done,Done,ELIVAAS_Celest_4-BHK_Detailed Brochure.pdf,https://bit.ly/4anxqkK,Done,Good To Go,,G1LN4E0067_4BHK_Detailed Brochure.pdf,https://bit.ly/48gl0cp,Done,Azure ResidencyNerul Unit 565 - HOME GUIDE.pdf,Azure ResidencyNerul Unit 565 - HOME GUIDE.pdf,Good To Go,,Azure ResidencyNerul Unit 565 - Set Menu.pdf,Azure ResidencyNerul Unit 565 - Set Menu.pdf,Cloud7 Walkthrough.mp4,Celeste Walkthrough.mp4,G1LN4E0067.mp4,https://bit.ly/3SHbjNQ,Cloud 7  Palms,,Villa 1,https://bit.ly/45P20zV,"https://www.instagram.com/p/DCqhrEhScle/, https://www.instagram.com/p/C_lDDY-o8q7/, https://www.instagram.com/p/C-AwXOVSUj8/, https://www.instagram.com/p/C9xA2Ahymi-/, https://www.instagram.com/p/C9t4rQhOpxF/, https://www.instagram.com/p/C9C5uguJtwH/, https://www.instagram.com/p/C6TU16rJs8B/, https://www.instagram.com/p/C6OeuNuMdEn/",92.0,25000.0,contact92@elivaas.com
Pearl Estate in Vagator Unit 1030,ELIVAAS,Goa,Assagao,4-BHK Villa,No,Pearl Estate in Vagator Unit 1030 Factsheet.docx,Yes,,,BAUHINIA LISTING.docx,Done,PINKSKY WEBSITE CONTENT,Done,PEARL ESTATE IN VAGATOR UNIT 1030 BROCHURE.docx,Done,Done,Elivaas_Cloud7 Brochure.pdf,https://bit.ly/4anxqkK,Done,Good To Go,,G1IH4E0015_Detailed Brochure.pdf,https://bit.ly/48gl0cp,Done,Pearl Estate in Vagator Unit 1030 - HOME GUIDE.pdf,Pearl Estate in Vagator Unit 1030 - HOME GUIDE.pdf,Good To Go,,Pearl Estate in Vagator Unit 1030 - Set Menu.pdf,Pearl Estate in Vagator Unit 1030 - Set Menu.pdf,Celest Walkthrough.mp4,Cloud7 Walkthrough.mp4,G1PE3E0018.mp4,https://bit.ly/3uEuOP6,Cloud 7  Waves,,Villa 4,https://bit.ly/45P20zV,"https://www.instagram.com/p/DCqhrEhScle/, https://www.instagram.com/p/C_lDDY-o8q7/, https://www.instagram.com/p/C-AwXOVSUj8/, https://www.instagram.com/p/C9xA2Ahymi-/, https://www.instagram.com/p/C9t4rQhOpxF/, https://www.instagram.com/p/C9C5uguJtwH/, https://www.instagram.com/p/C6TU16rJs8B/, https://www.instagram.com/p/C6OeuNuMdEn/",93.0,21000.0,contact93@elivaas.com
Golden Heights at Vagator Unit 560,ELIVAAS,Goa,Nerul,5-BHK Villa,No,Golden Heights at Vagator Unit 560 Factsheet.docx,Yes,,,PINKSKY LISTING CONTENT,Done,BLUDOOR WEBSITE SPACES SECTION,Done,GOLDEN HEIGHTS AT VAGATOR UNIT 560 BROCHURE.docx,Done,Done,Elivaas_Cloud7 Brochure.pdf,https://bit.ly/4anxqkK,Done,Good To Go,,G1BA5E0010_Detailed Brochure.pdf,https://bit.ly/48gl0cp,Done,Golden Heights at Vagator Unit 560 - HOME GUIDE.pdf,Golden Heights at Vagator Unit 560 - HOME GUIDE.pdf,Good To Go,,Golden Heights at Vagator Unit 560 - Set Menu.pdf,Golden Heights at Vagator Unit 560 - Set Menu.pdf,Bauhinia Walkthrough.mp4,Cloud7 Walkthrough.mp4,G1BR5E0011.mp4,https://bit.ly/3I0Yady,Opalys,,Opalys - 4 BHK Arpora,https://bit.ly/45P20zV,"https://www.instagram.com/p/DCqhrEhScle/, https://www.instagram.com/p/C_lDDY-o8q7/, https://www.instagram.com/p/C-AwXOVSUj8/, https://www.instagram.com/p/C9xA2Ahymi-/, https://www.instagram.com/p/C9t4rQhOpxF/, https://www.instagram.com/p/C9C5uguJtwH/, https://www.instagram.com/p/C6TU16rJs8B/, https://www.instagram.com/p/C6OeuNuMdEn/",94.0,18500.0,contact94@elivaas.com
Azure Meadows at Assagao Unit 616,ELIVAAS,Goa,Vagator,4-BHK Villa,No,Azure Meadows at Assagao Unit 616 Factsheet.docx,Yes,,,PINKSKY LISTING CONTENT,Done,PINKSKY WEBSITE CONTENT,Done,AZURE MEADOWS AT ASSAGAO UNIT 616 BROCHURE.docx,Done,Done,Elivaas_OPALYS_Detailed Brochure.pdf,https://bit.ly/4anxqkK,Done,Good To Go,,G1CD4E0005_Detailed Brochure.pdf,https://bit.ly/48gl0cp,Done,Azure Meadows at Assagao Unit 616 - HOME GUIDE.pdf,Azure Meadows at Assagao Unit 616 - HOME GUIDE.pdf,Good To Go,,Azure Meadows at Assagao Unit 616 - Set Menu.pdf,Azure Meadows at Assagao Unit 616 - Set Menu.pdf,Bludoor Walkthrough.mp4,Panache Walkthrough.mp4,G1CD4E0008.mp4,https://bit.ly/49e4f2u,Cloud 7  Coral,,Tabra A2,https://bit.ly/45P20zV,"https://www.instagram.com/p/DCqhrEhScle/, https://www.instagram.com/p/C_lDDY-o8q7/, https://www.instagram.com/p/C-AwXOVSUj8/, https://www.instagram.com/p/C9xA2Ahymi-/, https://www.instagram.com/p/C9t4rQhOpxF/, https://www.instagram.com/p/C9C5uguJtwH/, https://www.instagram.com/p/C6TU16rJs8B/, https://www.instagram.com/p/C6OeuNuMdEn/",95.0,11500.0,contact95@elivaas.com
Pearl Haven at Assagao Unit 706,ELIVAAS,Goa,Arpora,3-BHK Villa,No,Pearl Haven at Assagao Unit 706 Factsheet.docx,Yes,,,DAHLIA Listing Content,Done,PINKSKY WEBSITE CONTENT,Done,PEARL HAVEN AT ASSAGAO UNIT 706 BROCHURE.docx,Done,Done,ELIVAAS_Bludoor_Detailed Brochure.pdf,https://bit.ly/4anxqkK,Done,Good To Go,,G1CD4E0005_Detailed Brochure.pdf,https://bit.ly/48gl0cp,Done,Pearl Haven at Assagao Unit 706 - HOME GUIDE.pdf,Pearl Haven at Assagao Unit 706 - HOME GUIDE.pdf,Good To Go,,Pearl Haven at Assagao Unit 706 - Set Menu.pdf,Pearl Haven at Assagao Unit 706 - Set Menu.pdf,Indah Walkthrough.mp4,Cloud7 Walkthrough.mp4,G1CD4E0008.mp4,https://bit.ly/3SXluPD,Risaia,,Indah_4bhk_Moira,https://bit.ly/45P20zV,"https://www.instagram.com/p/DCqhrEhScle/, https://www.instagram.com/p/C_lDDY-o8q7/, https://www.instagram.com/p/C-AwXOVSUj8/, https://www.instagram.com/p/C9xA2Ahymi-/, https://www.instagram.com/p/C9t4rQhOpxF/, https://www.instagram.com/p/C9C5uguJtwH/, https://www.instagram.com/p/C6TU16rJs8B/, https://www.instagram.com/p/C6OeuNuMdEn/",96.0,21500.0,contact96@elivaas.com
Willow Meadows at Arpora Unit 168,ELIVAAS,Goa,Assagao,4-BHK Villa,No,Willow Meadows at Arpora Unit 168 Factsheet.docx,Yes,,,"CORAL, C-7 Listing Content",Done,PINKSKY WEBSITE CONTENT,Done,WILLOW MEADOWS AT ARPORA UNIT 168 BROCHURE.docx,Done,Done,ELIVAAS_Risaia_Detailed Brochure.pdf,https://bit.ly/48cNunl,Done,Good To Go,,G1CD4E0005_Detailed Brochure.pdf,https://bit.ly/3uUzuQN,Done,Willow Meadows at Arpora Unit 168 - HOME GUIDE.pdf,Willow Meadows at Arpora Unit 168 - HOME GUIDE.pdf,Good To Go,,Willow Meadows at Arpora Unit 168 - Set Menu.pdf,Willow Meadows at Arpora Unit 168 - Set Menu.pdf,Cloud7 Walkthrough.mp4,Risaia Walkthrough.mp4,G1CD4E0008.mp4,https://bit.ly/3uwmAbQ,Cloud 7  Shells,,Bauhinia 5BHK Assagao,https://bit.ly/3RxZ6MF,"https://www.instagram.com/p/DCqhrEhScle/, https://www.instagram.com/p/C_lDDY-o8q7/, https://www.instagram.com/p/C-AwXOVSUj8/, https://www.instagram.com/p/C9xA2Ahymi-/, https://www.instagram.com/p/C9t4rQhOpxF/, https://www.instagram.com/p/C9C5uguJtwH/",97.0,22000.0,contact97@elivaas.com
Juniper Towers in Assagao Unit 293,ELIVAAS,Goa,Vagator,4-BHK Villa,No,Juniper Towers in Assagao Unit 293 Factsheet.docx,Yes,,,PANACHE Listing Content,Done,BLUDOOR WEBSITE SPACES SECTION,Done,JUNIPER TOWERS IN ASSAGAO UNIT 293 BROCHURE.docx,Done,Done,ELIVAAS PinkSky_4-BHK_Detailed brochure.pdf,https://bit.ly/3Tmu0bR,Done,Good To Go,,G1RA4E0020_Detailed Brochure.pdf,https://bit.ly/4afsCh9,Done,Juniper Towers in Assagao Unit 293 - HOME GUIDE.pdf,Juniper Towers in Assagao Unit 293 - HOME GUIDE.pdf,Good To Go,,Juniper Towers in Assagao Unit 293 - Set Menu.pdf,Juniper Towers in Assagao Unit 293 - Set Menu.pdf,Dahlia Walkthrough.mp4,Panache Walkthrough.mp4,G1CD4E0008.mp4,https://bit.ly/3wbSM4N,Cloud 7  Waves,,Dahlia Arpora - 4BHK,https://bit.ly/3PXwhbn,"https://www.instagram.com/p/C-hXq_CIxAc/, https://www.instagram.com/p/C9w_raXIWaY/, https://www.instagram.com/p/C7B_SKroR9O/",98.0,20000.0,contact98@elivaas.com
Horizon Haven at Vagator Unit 480,ELIVAAS,Goa,Assagao,5-BHK Villa,No,Horizon Haven at Vagator Unit 480 Factsheet.docx,Yes,,,"CORAL, C-7 Listing Content",Done,BLUDOOR WEBSITE SPACES SECTION,Done,HORIZON HAVEN AT VAGATOR UNIT 480 BROCHURE.docx,Done,Done,ELIVAAS_Panache_Detailed Brochure.pdf,https://bit.ly/3GGCfI0,Done,Good To Go,,G1PY4E0112_4-BHK_Detailed brochure.pdf,https://bit.ly/48ekI5J,Done,Horizon Haven at Vagator Unit 480 - HOME GUIDE.pdf,Horizon Haven at Vagator Unit 480 - HOME GUIDE.pdf,Good To Go,,Horizon Haven at Vagator Unit 480 - Set Menu.pdf,Horizon Haven at Vagator Unit 480 - Set Menu.pdf,Cloud7 Walkthrough.mp4,Cloud7 Walkthrough.mp4,G1BA5E0010.mp4,https://bit.ly/3UEVMkn,Celest,,Bauhinia 5BHK Assagao,https://bit.ly/3RINKpj,https://www.instagram.com/p/DCy8HHXopBX/,99.0,23000.0,contact99@elivaas.com
Scarlet Residency at Assagao Unit 974,ELIVAAS,Goa,Arpora,5-BHK Villa,No,Scarlet Residency at Assagao Unit 974 Factsheet.docx,Yes,,,"COVE, C-7 Listing Content",Done,PINKSKY WEBSITE CONTENT,Done,SCARLET RESIDENCY AT ASSAGAO UNIT 974 BROCHURE.docx,Done,Done,Elivaas_OPALYS_Detailed Brochure.pdf,https://bit.ly/3VzGRYY,Done,Good To Go,,G1CD4E0005_Detailed Brochure.pdf,https://bit.ly/3VyJrhP,Done,Scarlet Residency at Assagao Unit 974 - HOME GUIDE.pdf,Scarlet Residency at Assagao Unit 974 - HOME GUIDE.pdf,Good To Go,,Scarlet Residency at Assagao Unit 974 - Set Menu.pdf,Scarlet Residency at Assagao Unit 974 - Set Menu.pdf,Cloud7 Walkthrough.mp4,Dahlia Walkthrough.mp4,G1IH4E0015.MP4,https://bit.ly/457ZLJB,Cloud 7  Coral,,Villa 6,https://bit.ly/45fm0xi,"https://www.instagram.com/p/C9rKDfmo0zd/, https://www.instagram.com/p/C7yhdtCojw7/",100.0,17000.0,contact100@elivaas.com
Whispering Haven in Arpora Unit 1067,ELIVAAS,Goa,Arpora,4-BHK Villa,No,Whispering Haven in Arpora Unit 1067 Factsheet.docx,Yes,,,"CORAL, C-7 Listing Content",Done,BLUDOOR WEBSITE SPACES SECTION,Done,WHISPERING HAVEN IN ARPORA UNIT 1067 BROCHURE.docx,Done,Done,ELIVAAS_Bludoor_Detailed Brochure.pdf,https://bit.ly/3REl7sF,Done,Good To Go,,G1CD4E0005_Detailed Brochure.pdf,https://bit.ly/3BPwjx4,Done,Whispering Haven in Arpora Unit 1067 - HOME GUIDE.pdf,Whispering Haven in Arpora Unit 1067 - HOME GUIDE.pdf,Good To Go,,Whispering Haven in Arpora Unit 1067 - Set Menu.pdf,Whispering Haven in Arpora Unit 1067 - Set Menu.pdf,Cloud7 Walkthrough.mp4,Cloud7 Walkthrough.mp4,G1CD4E0008.mp4,https://bit.ly/3SDeyG7,Dahlia,,Villa 2,https://bit.ly/3AhJnek,"https://www.instagram.com/p/C-GiXVMSkuK/, https://www.instagram.com/p/C-Amt60vvk6/",101.0,18500.0,contact101@elivaas.com
Golden Retreat at Moira Unit 946,ELIVAAS,Goa,Arpora,4-BHK Villa,No,Golden Retreat at Moira Unit 946 Factsheet.docx,Yes,,,INDAH Listing Content,Done,PINKSKY WEBSITE CONTENT,Done,GOLDEN RETREAT AT MOIRA UNIT 946 BROCHURE.docx,Done,Done,Elivaas_Cloud7 Brochure.pdf,https://bit.ly/4cZv37P,Done,Good To Go,,G1PY4E0112_4-BHK_Detailed brochure.pdf,https://bit.ly/3Mo0wp9,Done,Golden Retreat at Moira Unit 946 - HOME GUIDE.pdf,Golden Retreat at Moira Unit 946 - HOME GUIDE.pdf,Good To Go,,Golden Retreat at Moira Unit 946 - Set Menu.pdf,Golden Retreat at Moira Unit 946 - Set Menu.pdf,Cloud7 Walkthrough.mp4,Bludoor Walkthrough.mp4,G1CD4E0008.mp4,https://bit.ly/4dDGjYA,Panache,,Villa 5,https://bit.ly/3UtTSlD,https://www.instagram.com/p/C9uCCLUPWgr/,102.0,24500.0,contact102@elivaas.com
Horizon Estate at Moira Unit 429,ELIVAAS,Goa,Vagator,4-BHK Villa,No,Horizon Estate at Moira Unit 429 Factsheet.docx,Yes,,,"SHELLS, C-7 Listing Content",Done,PINKSKY WEBSITE CONTENT,Done,HORIZON ESTATE AT MOIRA UNIT 429 BROCHURE.docx,Done,Done,ELIVAAS PinkSky_4-BHK_Detailed brochure.pdf,https://bit.ly/3Tg6Bsu,Done,Good To Go,,G1CD4E0005_Detailed Brochure.pdf,https://bit.ly/3teiX9Y,Done,Horizon Estate at Moira Unit 429 - HOME GUIDE.pdf,Horizon Estate at Moira Unit 429 - HOME GUIDE.pdf,Good To Go,,Horizon Estate at Moira Unit 429 - Set Menu.pdf,Horizon Estate at Moira Unit 429 - Set Menu.pdf,Panache Walkthrough.mp4,Cloud7 Walkthrough.mp4,G1CD4E0008.mp4,https://bit.ly/4cXXLpE,Opalys,,Villa 1,https://bit.ly/3Q58OVP,https://www.instagram.com/p/C-iXFaEC2jw/,103.0,21500.0,contact103@elivaas.com
Serene Grove in Vagator Unit 472,ELIVAAS,Goa,Assagao,4-BHK Villa,No,Serene Grove in Vagator Unit 472 Factsheet.docx,Yes,,,"SHORE, C-7 Listing Content",Done,BLUDOOR WEBSITE SPACES SECTION,Done,SERENE GROVE IN VAGATOR UNIT 472 BROCHURE.docx,Done,Done,Elivaas_Cloud7 Brochure.pdf,https://bit.ly/3LP3LWw,Done,Good To Go,,G1RA4E0020_Detailed Brochure.pdf,https://bit.ly/3RIMWjS,Done,Serene Grove in Vagator Unit 472 - HOME GUIDE.pdf,Serene Grove in Vagator Unit 472 - HOME GUIDE.pdf,Good To Go,,Serene Grove in Vagator Unit 472 - Set Menu.pdf,Serene Grove in Vagator Unit 472 - Set Menu.pdf,Bludoor Walkthrough.mp4,Cloud7 Walkthrough.mp4,G1CD4E0008.mp4,https://bit.ly/49cYrpY,Bauhinia,,Dahlia Arpora - 4BHK,https://bit.ly/3LV8hD8,https://www.instagram.com/p/DCqhrEhScle/ | https://www.instagram.com/p/C_lDDY-o8q7/ https://www.instagram.com/p/C-AwXOVSUj8/ | https://www.instagram.com/p/C9xA2Ahymi-/ https://www.instagram.com/p/C9t4rQhOpxF/ | https://www.instagram.com/p/C9C5uguJtwH/  https://www.instagram.com/p/C6TU16rJs8B/ | https://www.instagram.com/p/C6OeuNuMdEn/,104.0,23000.0,contact104@elivaas.com
